ilda_id,letter,mia_stem,mia_citation,form_type,en,url
12491,a,ahsenaapiikatoo-,ahsenaapiikatoo,stem,Shoot rocks using a slingshot,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12491
10360,a,ahsenahkihkw-,ahsenahkihkw,stem,"stone pot, pottery",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10360
5608,a,ahseni siipiw-,ahseni siipiw,stem,Great Miami River (Ohio),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5608
6073,a,ahsenikaan-,ahsenikaan,stem,Stone building,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6073
9743,a,ahsenintehs-,ahsenintehs,stem,Pebble,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9743
5153,a,ahsenip-,ahsenip,stem,Lead (Metal),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5153
6633,a,ahsiimin-,ahsiimin,stem,Pawpaw fruit (Asimina triloba),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6633
6628,a,ahsiimišaahkw-,ahsiimišaahkw,stem,pawpaw tree (Asimina triloba),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6628
6078,a,ahtawaan-,ahtawaan,stem,"Tree, stick, piece of wood",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6078
5523,a,ahtawaanahk-,ahtawaanahk,stem,Forest,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5523
6083,a,ahtawaanahkisinaakan-,ahtawaanahkisinaakan,stem,Snowshoe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6083
5088,a,ahtawaanihs-,ahtawaanihs,stem,"Twig, stick, small piece of wood",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5088
12971,a,ahtawaki-,ahtawaki,stem,Have ears,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12971
9431,a,ahtee-,ahtee,stem,"it is there, located",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9431
8353,a,ahtehsaakan-,ahtehsaakan,stem,"Paint, dye (substance)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8353
8338,a,ahtehsam-,ahtehsam,stem,"Paint it, dye it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8338
8238,a,ahtehsiko-,ahtehsiko,stem,Do painting,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8238
8343,a,ahtehsw-,ahtehsw,stem,Paint him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8343
493,a,ahtel-,ahtel,stem,"accuse him, blame him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/493
498,a,ahtem-,ahtem,stem,"Catch up with him, overtake him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/498
1308,a,ahtoo-,ahtoo,stem,"Have it, put it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1308
488,a,ahšam-,ahšam,stem,Feed him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/488
3033,a,ahšikan-,ahšikan,stem,Largemouth bass (Micropterus salmoides),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3033
3908,a,ahšikan-,ahšikan,stem,Largemouth bass (Micropterus salmoides),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3908
11504,a,ahšitahtoo-,ahšitahtoo,stem,Attach it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11504
13131,a,ahšitenam-,ahšitenam,stem,"Stick it on, fasten it on (by hand)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13131
1303,a,ahšitesam-,ahšitesam,stem,Glue it together,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1303
5578,a,ahšitisaakan-,ahšitisaakan,stem,Glue,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5578
10365,a,akaaminki,akaaminki,word,across the water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10365
13757,a,akaaw-,akaaw,stem,Walleye,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13757
3038,a,akaawi-,akaawi,stem,"Thorn, briar, porcupine quill",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3038
3918,a,akaawi-,akaawi,stem,"Thorn, briar, porcupine quill",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3918
13026,a,akaawiahkihkiwi-,akaawiahkihkiwi,stem,it is land full of thorns,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13026
11305,a,akaawiahkionki,akaawiahkionki,word,Thorntown,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11305
3043,a,akaawinšaahkw-,akaawinšaahkw,stem,Honey Locust (Gleditsia triacanthos),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3043
5593,a,akaayomin-,akaayomin,stem,Gooseberry,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5593
5598,a,akaayomišaahkw-,akaayomišaahkw,stem,Gooseberry Bush,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5598
3048,a,akim-,akim,stem,"Chief, leader",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3048
7373,a,akimaahkwi-,akimaahkwi,stem,"Female chief, leader",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7373
9217,a,akimaanhsehkw-,akimaanhsehkw,stem,Young female leader (Tribal Princess),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9217
17260,a,akimaawion-,akimaawion,stem,"Civic knowledge, chiefdom",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17260
1948,a,akinciko-,akinciko,stem,"Compute, Figure out, Do counting",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1948
5908,a,akincikoon-,akincikoon,stem,"Number, phone number",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5908
6643,a,akincikoona,akincikoona,word,"numerals, numbers",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6643
3058,a,akook-,akook,stem,Frog,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3058
6018,a,akootaakan-,akootaakan,stem,"Hanger, pot hook",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6018
10370,a,akoten-,akoten,stem,"it hangs, is hanging",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10370
10380,a,akotoo-,akotoo,stem,hang it up,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10380
7868,a,akow-,akow,stem,"Female deer, doe",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7868
10375,a,akwanaham-,akwanaham,stem,"Cover it, put a lid on it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10375
10385,a,akwanahw-,akwanahw,stem,"cover him, conceal him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10385
9306,a,akwaniinkwaakan-,akwaniinkwaakan,stem,"General face mask, halloween mask, thing that covers the face",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9306
9324,a,akwaniinkwee-,akwaniinkwee,stem,"Wear a halloween mask, face mask that covers the face",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9324
9286,a,akwanileehsaakan-,akwanileehsaakan,stem,"Dust mask, face mask, thing that covers the breath",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9286
9314,a,akwanileehsee-,akwanileehsee,stem,"Wear a dust mask, face mask, a thing that covers your breath",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9314
3063,a,akwenkohs-,akwenkohs,stem,Chipmunk (Tamias striatus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3063
503,a,akwiiyom-,akwiiyom,stem,Have as a boyfriend,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/503
7613,a,akwincitoo-,akwincitoo,stem,"Soak it, water it (plant)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7613
6988,a,alaak-,alaak,stem,Yesterday,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6988
5078,a,alaakan-,alaakan,stem,"Plate, bowl, dish (generic)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5078
43,a,alaakwi-,alaakwi,stem,It is evening,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/43
8523,a,alaama,alaama,word,llama,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8523
10390,a,alaamahw-,alaamahw,stem,"hit him hard, wound him badly",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10390
11995,a,alaami-,alaami,stem,"Go fast, hurry",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11995
508,a,alaamihpenal-,alaamihpenal,stem,"Hurt him, injure him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/508
48,a,alaamihsen-,alaamihsen,stem,It is windy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/48
1313,a,alaamihtam-,alaamihtam,stem,Believe it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1313
513,a,alaamihtaw-,alaamihtaw,stem,Believe him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/513
9408,a,alaamihšikaateekani-,alaamihšikaateekani,stem,"To hurt toe, stub toe",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9408
8328,a,alaamihšin-,alaamihšin,stem,Hurt oneself,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8328
12290,a,alaamilaw-,alaamilaw,stem,Wound him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12290
1953,a,alaaminaa-,alaaminaa,stem,Pray,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1953
5233,a,alaaminaakaan-,alaaminaakaan,stem,Church (Building),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5233
9686,a,alaaminki,alaaminki,word,"beneath, inside, within",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9686
11001,a,alaamipiikw-,alaamipiikw,stem,underwater,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11001
10459,a,alaamwee-,alaamwee,stem,Tell the truth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10459
53,a,alaamweekaneewi-,alaamweekaneewi,stem,"It is the truth, it is correct",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/53
3928,a,alaankw-,alaankw,stem,Star,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3928
3933,a,alaankwi-,alaankwi,stem,Rainbow,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3933
3938,a,alaankwihsen-,alaankwihsen,stem,Meteorite,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3938
5158,a,alaansoon-,alaansoon,stem,"Bullrush (Scirpus spp.), reed mats (for sitting or sleeping)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5158
13177,a,alahwi-,alahwi,stem,Choke on something,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13177
5368,a,alakay-,alakay,stem,Egg Shell,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5368
11239,a,alakiihkw-,alakiihkw,stem,Tree bark,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11239
5703,a,alakiihkwikaan-,alakiihkwikaan,stem,Bark house,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5703
1318,a,alam-,alam,stem,Put it in the water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1318
16932,a,alamoni,alamoni,word,"Red ocher, paint, vermillion",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/16932
3943,a,aleciimin-,aleciimin,stem,Pea,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3943
1958,a,aleelii-,aleelii,stem,"Bathe, take a bath, shower",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1958
518,a,aleeliih-,aleeliih,stem,"Bathe him, give him a bath",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/518
4988,a,aleeliihaakan-,aleeliihaakan,stem,Bathtub,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4988
4983,a,aleeliikaan-,aleeliikaan,stem,"Bathroom, restroom (private)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4983
3078,a,aleew-,aleew,stem,Bull snake (Pituophis catenifer sayi),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3078
10672,a,alehšaahe,alehšaahe,word,customarily,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10672
10464,a,alehši,alehši,word,"in vain, for no reason",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10464
3948,a,alemontehs-,alemontehs,stem,Puppy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3948
11270,a,alemontehs-,alemontehs,stem,Butterfly milkweed (Asclepias tuberosa),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11270
3083,a,alemw-,alemw,stem,Dog (Canis lupus familiaris),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3083
8558,a,alemwaapiikw-,alemwaapiikw,stem,Dog leash,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8558
3088,a,alenasw-,alenasw,stem,"Buffalo, cow",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3088
5303,a,alenasway-,alenasway,stem,Cowhide,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5303
8878,a,alenaswihkanaw-,alenaswihkanaw,stem,Bison Trace,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8878
11129,a,aleni,aleni,word,"apparently, as though, probably",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11129
3953,a,aleni-,aleni,stem,Grown man,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3953
3093,a,aleniaahsimw-,aleniaahsimw,stem,Male animal,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3093
3958,a,alenkwan-,alenkwan,stem,Wing,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3958
17099,a,alikalakonci,alikalakonci,word,"Beyond, on the far side",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17099
17104,a,alikonci,alikonci,word,"Further off, in that direction, yonder, on the other side",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17104
1963,a,alimaahkii-,alimaahkii,stem,Pack and prepare to leave one's place,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1963
10682,a,alohtaw-,alohtaw,stem,"imitate him, mimic him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10682
523,a,aloohw-,aloohw,stem,"Aim at him, point at him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/523
9258,a,aloohwiton-,aloohwiton,stem,To point with mouth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9258
528,a,alool-,alool,stem,Hire him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/528
5878,a,aloonihs-,aloonihs,stem,Bullet (older 'arrow'),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5878
533,a,alotam-,alotam,stem,Avenge him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/533
11960,a,alwaahtam-,alwaahtam,stem,Like to hear it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11960
538,a,alwaahtaw-,alwaahtaw,stem,Like to hear him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/538
11662,a,alwaamyaakosi-,alwaamyaakosi,stem,"Smell good, nice",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11662
12507,a,alwaamyaakwan-,alwaamyaakwan,stem,it smells nice,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12507
13355,a,alwaanam-,alwaanam,stem,"Admire it, think well of it, like to do it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13355
543,a,alwaanaw-,alwaanaw,stem,"Admire him, think well of him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/543
10732,a,alwasi-,alwasi,stem,Be in a good mood,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10732
7553,a,alwasihtoo-,alwasihtoo,stem,"Amused by it, have fun with it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7553
12606,a,amaamaayomaa-,amaamaayomaa,stem,Have eyebrows,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12606
1968,a,amamwi-,amamwi,stem,"Be awake, wake up",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1968
9043,a,amataahkomi-,amataahkomi,stem,"wear, put on clothes",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9043
12040,a,amataahkomi-,amataahkomi,stem,"Be, get dressed",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12040
548,a,amaten-,amaten,stem,Wake him (by hand),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/548
3098,a,amehkw-,amehkw,stem,"Beaver (Castor canadensis), dollar",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3098
12250,a,amiincipemi-,amiincipemi,stem,Have corn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12250
1973,a,aminootee-,aminootee,stem,"Be from a certain town, village",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1973
13535,a,ampaahkii-,ampaahkii,stem,"Throw, toss something upwards",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13535
8298,a,ampaapiikinam-,ampaapiikinam,stem,Pick up threads,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8298
1978,a,ampahwi-,ampahwi,stem,Fly,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1978
6743,a,ampen-,ampen,stem,I lift him up,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6743
13172,a,ampenam-,ampenam,stem,Lift it up,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13172
10218,a,ampihciwee-,ampihciwee,stem,Raise one's hand,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10218
1983,a,ampihsaa-,ampihsaa,stem,Jump,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1983
11951,a,ampisitaakan-,ampisitaakan,stem,"Yeast, baking soda, baking powder",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11951
553,a,amw-,amw,stem,Eat him (animate things),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/553
9391,a,anaahkap-,anaahkap,stem,Tree branch,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9391
13162,a,anaahkapenihs-,anaahkapenihs,stem,Little branch,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13162
13345,a,anaahkii-,anaahkii,stem,"Lay out a mat, rug",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13345
9253,a,ancamaac-,ancamaac,stem,Hopefully,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9253
1988,a,ancihkwi-,ancihkwi,stem,Be pregnant,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1988
558,a,aneh-,aneh,stem,"Beat him, defeat him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/558
1993,a,anehiwee-,anehiwee,stem,"Be victorious, win",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1993
13066,a,anehki-,anehki,stem,Have hands,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13066
12667,a,aniicaanihsi-,aniicaanihsi,stem,Have a child,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12667
12961,a,aniihpikatomi-,aniihpikatomi,stem,Have blood,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12961
3963,a,anikw-,anikw,stem,Squirrel (Sciurus carolinensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3963
563,a,ankih-,ankih,stem,"Killing him, killed him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/563
7668,a,ankihtoo-,ankihtoo,stem,"Kill it, suicide",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7668
13340,a,ankin-,ankin,stem,"It is destroyed, ruined",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13340
6093,a,anseens-,anseens,stem,Algae,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6093
11244,a,anseens-,anseens,stem,Moss,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11244
9018,a,anseensaapiikw-,anseensaapiikw,stem,green ribbon,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9018
58,a,anseensee-,anseensee,stem,It is bright green,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/58
63,a,anseenseekin-,anseenseekin,stem,"It is bright green cloth, paper",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/63
1998,a,anseensi-,anseensi,stem,Be bright green,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1998
3968,a,anseepikw-,anseepikw,stem,Spider,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3968
10839,a,ansihke,ansihke,word,"ever, never",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10839
6098,a,ansiwataakan-,ansiwataakan,stem,Seed (for planting),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6098
1323,a,ansiwatoo-,ansiwatoo,stem,Plant it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1323
1328,a,ansonam-,ansonam,stem,Gather it together by hand,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1328
11937,a,ansoopi-,ansoopi,stem,Sit together,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11937
13545,a,answee-,answee,stem,To speak together as one,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13545
2003,a,answiteehee-,answiteehee,stem,"Be in agreement, agree",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2003
16947,a,antepi-,antepi,stem,have brains,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/16947
12966,a,antepikani-,antepikani,stem,Have a head,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12966
6843,a,antopali-,antopali,stem,"one in a war party, warrior",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6843
11579,a,antopali-,antopali,stem,"Go on the war-path, go to war",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11579
3973,a,apahkwaan-,apahkwaan,stem,Roof (of a house),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3973
3103,a,apahkway-,apahkway,stem,"Cattail (Typha latifolia), mats (for lodge covering)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3103
7813,a,apahkwee-,apahkwee,stem,Roof a house,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7813
