ilda_id,letter,mia_stem,mia_citation,form_type,en,url
3978,a,apeehkoohsi-,apeehkoohsi,stem,Turkey Vulture (Cathartes aura),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3978
3108,a,apeehkw-,apeehkw,stem,Common Nighthawk (Chordeiles minor),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3108
3113,a,apeehsi-,apeehsi,stem,Fawn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3113
10830,a,apeleehsiomi-,apeleehsiomi,stem,"Have a raven, invoke ravens",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10830
1333,a,apesam-,apesam,stem,"Warm it, heat it up",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1333
578,a,apesw-,apesw,stem,"Warm him, heat him up (as in food)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/578
2008,a,apeswi-,apeswi,stem,Be warm,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2008
7958,a,apetee-,apetee,stem,"It is heated, warm",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7958
2013,a,api-,api,stem,"Be located, be at a place",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2013
9530,a,apihkaal-,apihkaal,stem,Braid his/her hair,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9530
9357,a,apihkii-,apihkii,stem,"Braid (one's own) hair, have braids",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9357
13306,a,apihšihtoo-,apihšihtoo,stem,"Shorten it, reduce it, make it smaller",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13306
10904,a,apiihkani-,apiihkani,stem,"Groundnut (Apios americana), Hog peanut",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10904
2018,a,apiinkweesi-,apiinkweesi,stem,Warm one's face,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2018
2023,a,apikaateesi-,apikaateesi,stem,Warm one's feet,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2023
1338,a,apikamesam-,apikamesam,stem,"Warm up liquid, soup, broth",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1338
68,a,apikamitee-,apikamitee,stem,"It is warm liquid, soup, broth",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/68
2028,a,apikaneesi-,apikaneesi,stem,Warm one's legs,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2028
10988,a,apili-,apili,stem,it is small,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10988
11946,a,apili-,apili,stem,"Small, short",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11946
3678,a,apiloohs-,apiloohs,stem,Child; ginseng,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3678
5003,a,apinay-,apinay,stem,Bed,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5003
6108,a,apineens-,apineens,stem,"Sofa, couch",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6108
2033,a,apinehkiisi-,apinehkiisi,stem,Warm one's hands,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2033
5748,a,apwaacikont-,apwaacikont,stem,Roasting scaffold,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5748
583,a,apwaal-,apwaal,stem,"Roast him, grill him, broil him (as in food)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/583
5628,a,apwaam-,apwaam,stem,Ham,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5628
1343,a,apwaatam-,apwaatam,stem,"Roast it, grill it, broil it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1343
5743,a,apweekan-,apweekan,stem,Grill,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5743
5738,a,apween-,apween,stem,Roast,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5738
8228,a,asaahsi-,asaahsi,stem,"Have tattoos, get tattooed",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8228
11734,a,asaahsion-,asaahsion,stem,Tattoo,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11734
8223,a,asaahsw-,asaahsw,stem,Tattoo him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8223
3128,a,asiikami-,asiikami,stem,Garfish (Lepisosteus spp.),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3128
5343,a,ataahpahtaakan-,ataahpahtaakan,stem,Drawer,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5343
1348,a,ataahpahtoo-,ataahpahtoo,stem,"Pull it, pull it out",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1348
12701,a,ataahpantam-,ataahpantam,stem,Draw it out by mouth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12701
2038,a,ataahsi-,ataahsi,stem,"Wear/put on leggings, stockings, socks",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2038
588,a,ataam-,ataam,stem,Sell (it) to him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/588
2043,a,ataawee-,ataawee,stem,Sell (something),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2043
5203,a,ataaweekaan-,ataaweekaan,stem,"Store, shop, trading house",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5203
12851,a,atahkiomi-,atahkiomi,stem,"Have a field, a garden",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12851
5108,a,atahkohkan-,atahkohkan,stem,Bridge,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5108
12876,a,atahkohkii-,atahkohkii,stem,Cross a bridge,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12876
593,a,atahkweehsim-,atahkweehsim,stem,Have as a girlfriend,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/593
7768,a,atakin-,atakin,stem,It is wet,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7768
12936,a,atamaapam-,atamaapam,stem,Be busy looking at him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12936
2048,a,atamihwi-,atamihwi,stem,Be busy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2048
13385,a,atayi-,atayi,stem,"Have a pet, an animal",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13385
598,a,atayim-,atayim,stem,"Have him as a pet, have control over him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/598
12571,a,ateehi-,ateehi,stem,Have a heart,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12571
6008,a,ateehimin-,ateehimin,stem,Strawberry (Fragaria virginiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6008
8083,a,ateehseemin-,ateehseemin,stem,plum,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8083
10785,a,ateehseemišaahkw-,ateehseemišaahkw,stem,Plum tree (Prunus domestica),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10785
6128,a,atehkon-,atehkon,stem,Knot (on tree),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6128
8918,a,atehsi-,atehsi,stem,be ripe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8918
8923,a,atehtee-,atehtee,stem,It is ripe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8923
2053,a,atehtoleni-,atehtoleni,stem,"Wear a hat, put on a hat",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2053
8828,a,atekipane,atekipane,word,exclamation upon hearing unpleasant news,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8828
9555,a,ateliwaten-,ateliwaten,stem,"the ice is thin, ice is starting to form",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9555
10519,a,atenamaw-,atenamaw,stem,"accept, receive from him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10519
6133,a,atoohpoon-,atoohpoon,stem,Table,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6133
8188,a,atoohpooneens-,atoohpooneens,stem,End table,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8188
603,a,awal-,awal,stem,"Take him along, lead him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/603
78,a,awan-,awan,stem,It is foggy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/78
2058,a,awansaapi-,awansaapi,stem,"East, sunrise",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2058
2063,a,awansi-,awansi,stem,Warm oneself,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2063
8868,a,awataakan-,awataakan,stem,"piece of mail, letter",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8868
12901,a,awataw-,awataw,stem,"Carry it to him, send it to him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12901
1353,a,awatoo-,awatoo,stem,"Take it along, carry it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1353
3988,a,aweehs-,aweehs,stem,Wild Animal,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3988
7508,a,aweehseens-,aweehseens,stem,Bird (larger than sparrow size),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7508
13390,a,aweehseewi-,aweehseewi,stem,Be an animal,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13390
4728,a,aweehsikaan-,aweehsikaan,stem,"Barn, animal pen",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4728
608,a,aweem-,aweem,stem,"Be related to him, allied with him, thank him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/608
9211,a,aweemaakan-,aweemaakan,stem,"Cousin, relative",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9211
7308,a,aween-,aween,stem,Who,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7308
7713,a,aweenkii-,aweenkii,stem,Be thankful,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7713
2068,a,aweentii-,aweentii,stem,Be related to each other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2068
8713,a,aweentioni,aweentioni,word,"peace, alliance, family",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8713
7018,a,aweey-,aweey,stem,"Some person, someone",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7018
613,a,awih-,awih,stem,"Lend to him, loan to him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/613
12395,a,awiihkaani-,awiihkaani,stem,Have friend(s),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12395
13455,a,awiihkaanim-,awiihkaanim,stem,Have him as a friend,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13455
12390,a,awiihkaanintii-,awiihkaanintii,stem,Be friends with each other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12390
8098,a,awiila,awiila,word,"Him, her, he, she",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8098
12616,a,awiilani-,awiilani,stem,Have a tongue,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12616
8118,a,awiilwa,awiilwa,word,"They, them",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8118
8258,a,awiipiti waapahaakan-,awiipiti waapahaakan,stem,Toothpaste,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8258
12596,a,awiipiti-,awiipiti,stem,Have teeth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12596
3138,a,awiiwiil-,awiiwiil,stem,"Antler, horn, braid",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3138
3993,a,awiiwiileehs-,awiiwiileehs,stem,Powder Horn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3993
7643,a,awikaakan-,awikaakan,stem,"Pen, pencil",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7643
618,a,awikaal-,awikaal,stem,Write on him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/618
7818,a,awikaw-,awikaw,stem,"Write to him, text him, email him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7818
2073,a,awikii-,awikii,stem,Write,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2073
10144,a,awipihšimwi-,awipihšimwi,stem,Dress warmly,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10144
73,a,awipitee-,awipitee,stem,It is warm,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/73
6898,a,aya,aya,word,"Hello, Hi (General greeting)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6898
2078,a,ayaa-,ayaa,stem,Go to a place,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2078
2083,a,ayaakwaamisi-,ayaakwaamisi,stem,"Make every effort, strive diligently, have courage",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2083
9023,a,ayaakwaamision-,ayaakwaamision,stem,Striving,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9023
11750,a,ayaapi-,ayaapi,stem,"Buck, Stag",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11750
5133,a,ayaapiay-,ayaapiay,stem,Buck skin,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5133
2088,a,ayiihkwi-,ayiihkwi,stem,Be hungry,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2088
12471,a,ayiilatem-,ayiilatem,stem,Make him cold,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12471
2093,a,ayiileepi-,ayiileepi,stem,"Remain sitting, stay behind",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2093
1358,a,ayoo-,ayoo,stem,Use it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1358
7238,a,ayoolhka,ayoolhka,word,"more, most",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7238
3118,a,ašaahšikop-,ašaahšikop,stem,Slippery Elm (Ulmus rubra),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3118
6118,a,ašihsay-,ašihsay,stem,"Nest, hive",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6118
12446,a,ašiihkionam-,ašiihkionam,stem,Smear dirt on it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12446
5363,a,ašiihkiw-,ašiihkiw,stem,"Earth, Land, Dirt, Soil",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5363
12221,a,ašiihkiwi-,ašiihkiwi,stem,"Be covered with dirt, dirty",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12221
4613,c,-caankw-,-caankw,stem,"Brother's wife, sister-in-law (woman speaking)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4613
7833,c,-cihciikama,-cihciikama,word,"Spirit of the living, soul, shadow",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7833
4698,c,-ciit-,-ciit,stem,anus,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4698
7108,c,caaciilitee-,caaciilitee,stem,There is a drought,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7108
3148,c,caaciinkilaaki-,caaciinkilaaki,stem,"Shagbark hickory, shellbark hickory (Carya ovata, Carya laciniosa)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3148
3153,c,caaht-,caaht,stem,Hairy Woodpecker (Picoides villosus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3153
12946,c,caaht-,caaht,stem,Choctaw person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12946
11990,c,camonkaahkaal-,camonkaahkaal,stem,Throw him into the water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11990
10953,c,camonkihsaa-,camonkihsaa,stem,Jump in the water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10953
7518,c,cecaahkw-,cecaahkw,stem,Sandhill crane (Grus canadensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7518
7353,c,ceek-,ceek,stem,All,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7353
623,c,ceekamw-,ceekamw,stem,Eat all of him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/623
10219,c,ceekantam-,ceekantam,stem,"Eat it all, Drink it all",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10219
7823,c,ceekonc-,ceekonc,stem,"On all sides, both sides",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7823
3158,c,ceemonkaahkašiwi-,ceemonkaahkašiwi,stem,Baptist preacher,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3158
11799,c,ceenkwihtan-,ceenkwihtan,stem,Fall Creek,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11799
8418,c,ceenkwihtanonki,ceenkwihtanonki,word,Indianapolis,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8418
9666,c,ciikaahkw-,ciikaahkw,stem,"Near, close to",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9666
7698,c,ciikaahkwaapantani-,ciikaahkwaapantani,stem,"It appears close, it looks close",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7698
8573,c,ciikalaw-,ciikalaw,stem,Plume (feather worn on head),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8573
3998,c,ciikamw-,ciikamw,stem,Twins,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3998
5568,c,ciikiaahkw-,ciikiaahkw,stem,Gigging Pole,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5568
5563,c,ciikiw-,ciikiw,stem,"Gig (Fish), fish spear",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5563
12622,c,ciikwaapiteehwi-,ciikwaapiteehwi,stem,Pick one's teeth with something,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12622
83,c,ciilahki-,ciilahki,stem,"It is dense thicket, underbrush",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/83
12566,c,ciilaten-,ciilaten,stem,it is very cold,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12566
628,c,ciilaweem-,ciilaweem,stem,Be a near relative with him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/628
633,c,ciileelim-,ciileelim,stem,"Like him, think well of him, think highly of him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/633
1363,c,ciileelintam-,ciileelintam,stem,"Like it, think well of it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1363
8603,c,ciililaan-,ciililaan,stem,It rains very hard,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8603
88,c,ciilitee-,ciilitee,stem,It is very hot weather,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/88
6908,c,ciiliteesi-,ciiliteesi,stem,"be hot, from weather",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6908
10208,c,ciilwee-,ciilwee,stem,Talk loudly,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10208
5843,c,ciimaan-,ciimaan,stem,"Paddle, oar",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5843
2098,c,ciimee-,ciimee,stem,"Paddle, row (a boat, canoe)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2098
4003,c,ciinkwaahki-,ciinkwaahki,stem,Thunderclap,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4003
11275,c,ciinkwaakan-,ciinkwaakan,stem,drum,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11275
2103,c,ciinkweepi-,ciinkweepi,stem,"Sit, sit down",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2103
8183,c,ciinkweepikaan-,ciinkweepikaan,stem,Living room,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8183
9984,c,ciinkweewaankan-,ciinkweewaankan,stem,Thunder being feather,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9984
4008,c,ciinkwi-,ciinkwi,stem,Thunder being,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4008
8518,c,ciinkwia akook-,ciinkwia akook,stem,"Spring peeper (pseudacris crucifer, frog)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8518
11834,c,ciinkwihtanwi siipiiw-,ciinkwihtanwi siipiiw,stem,Gauley River (West Virginia),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11834
7158,c,ciipaahkamin-,ciipaahkamin,stem,Raccoon grape (Ampelopis cordata),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7158
3163,c,ciipay-,ciipay,stem,"Corpse, Soul/spirit of the dead",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3163
12350,c,ciišihtan-,ciišihtan,stem,"flow heavily, abundantly",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12350
10499,c,ciišim-,ciišim,stem,"speak strongly to, argue with",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10499
12891,c,ciišinaakosi-,ciišinaakosi,stem,"He is disagreeable, evil",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12891
2108,c,cilalosi-,cilalosi,stem,Sweat,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2108
5798,e,eecipoonkwaawisiip-,eecipoonkwaawisiip,stem,Butternut Creek (Indiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5798
4013,e,eecipoonkwi-,eecipoonkwi,stem,Snapping turtle (Chelydra serpentina),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4013
13672,e,eeh-,eeh,stem,"Where, when",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13672
1258,e,eehi peehkihkweehwinta,eehi peehkihkweehwinta,word,"Beauty parlor, salon",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1258
4018,e,eehkawaapi-,eehkawaapi,stem,Scout,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4018
7883,e,eehkwa,eehkwa,word,"Still, a while, hold it!",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7883
8513,e,eehkwi,eehkwi,word,"While, during, before",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8513
8158,e,eehpiši,eehpiši,word,"Time, when, ago",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8158
9728,e,eehsahsen-,eehsahsen,stem,Fossil,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9728
4023,e,eehsipan-,eehsipan,stem,"Raccoon (Procyon lotor), Quarter Dollar",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4023
11754,e,eehsipana siipiiw-,eehsipana siipiiw,stem,Big Raccoon Creek,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11754
10737,e,eekami,eekami,word,"each, every",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10737
3053,e,eekincikw-,eekincikw,stem,Cashier,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3053
5468,e,eelaakion-,eelaakion,stem,Feast,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5468
4028,e,eelaalaahšiwi-,eelaalaahšiwi,stem,Monkey,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4028
13360,e,eelaamihtaakan-,eelaamihtaakan,stem,Belief,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13360
3068,e,eelaaminahiwi-,eelaaminahiwi,stem,Preacher,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3068
7483,e,eelikw-,eelikw,stem,Ant,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7483
8693,e,eemhkookanekaa-,eemhkookanekaa,stem,Gourd dancing,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8693
5603,e,eemihkookan-,eemihkookan,stem,Gourd,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5603
6713,e,eemihkwaan-,eemihkwaan,stem,"Pumpkin (Cucurbita pepo), Squash, crookneck, zucchini",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6713
5503,e,eenaahkiikamen-,eenaahkiikamen,stem,Floor,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5503
8613,e,eentonamahwi-,eentonamahwi,stem,Hunter,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8613
3983,e,eephšihki-,eephšihki,stem,Person with a small head,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3983
6138,e,eephšikaateekan-,eephšikaateekan,stem,Little toe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6138
8233,e,eesaasaahsikw-,eesaasaahsikw,stem,Tattoo Artist,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8233
3123,e,eeseekiweek-,eeseekiweek,stem,Cedar Waxwing (Bombycilla cedrorum),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3123
6858,e,eeteehsi-,eeteehsi,stem,"War party leader, one who carries the war club",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6858
7703,e,eewiyawiki-,eewiyawiki,stem,"Writer, author",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7703
13615,e,eewiyawiki-,eewiyawiki,stem,"Author, Writer",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13615
4033,e,eeyeeli-,eeyeeli,stem,Opossum (Didelphis virginiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4033
3143,e,eeyoonsaawikiš-,eeyoonsaawikiš,stem,Eastern redbud (Cercis canadensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3143
3588,e,eeyoonseelehšia kook-,eeyoonseelehšia kook,stem,Gray tree frog (Hyla versicolor),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3588
6113,e,eešaahšahk-,eešaahšahk,stem,Mud,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6113
5828,e,eešaakan-,eešaakan,stem,Hominy block,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5828
5838,e,eešaakant-,eešaakant,stem,Mortar,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5838
5833,e,eešaakantaahkw-,eešaakantaahkw,stem,Pestle (wooden),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5833
12086,e,ehkipešam-,ehkipešam,stem,Cut it straight,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12086
7338,e,ehkwaahkosi-,ehkwaahkosi,stem,Be short,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7338
10484,e,ehkwaalawee-,ehkwaalawee,stem,Have a short tail,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10484
1368,e,ehkwihtam-,ehkwihtam,stem,Left over from eating,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1368
11985,e,ehkwikolee-,ehkwikolee,stem,Have a short nose,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11985
638,e,ehpenal-,ehpenal,stem,"Do to him, treat him a certain way",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/638
10489,e,ehpenatoo-,ehpenatoo,stem,"Do something with it, to it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10489
7558,e,ehpesi-,ehpesi,stem,"Be high, tall",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7558
12692,e,ehpihsaa-,ehpihsaa,stem,Fly up high,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12692
643,e,el-,el,stem,"Say to him, call him something",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/643
12826,e,elaahkaatam-,elaahkaatam,stem,Throw it thus,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12826
12211,e,elaapam-,elaapam,stem,Look at him so,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12211
8948,e,elaapiikasi-,elaapiikasi,stem,"descend from, ancestor",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8948
10084,e,elaatawee-,elaatawee,stem,Speak a language,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10084
648,e,elaw-,elaw,stem,"Resemble him, look like him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/648
